Timestamp,Whats your X username?,Whats your discord username?,Do you follow jumpnads? (Jumpnads X),Are you in jumpnads server? ( Discord),Have you played Jumpnads game?,What do you like and what do you dislike about the game? ( only answer if you have played),What is the one feature you want to see in future jumpnads game updates?,Whats your wallet address ? ( Monad EVM)
5/12/2025 14:09:23,@Thejusjaya234,thejus12344_16829,Yes,Yes,Yes,i liked the music it so good no dislike as of now need to play more,reminder to stop game we may get addictive ,0x1a8E62fFFf39dD40722DC72f42318ff4811cB637
5/12/2025 14:11:40,@PhantomDeluxTDM,Phantomdeluxtdm.nad,Yes,Yes,Yes,Not Having Double or Triple Jumps,There should be an Skill that allow us to Double or triple jump ,0x944CD1AAfE8D2e9BfF29c7e6C690D5DAeC13ab95
5/12/2025 14:13:54,quynhd7296,hotuncle.72,Yes,Yes,Yes,"nothing to dislike about the game from now, im going to firgue it out",different or more character ,0x1E69D62e8b74Af43650e1957D2490aC5843D1070
5/12/2025 14:16:50,sianosgiorgos,giorgossianos,Yes,Yes,Yes,I love its simplicity and the art. I don't like a lot that after a while its a bit repeated. I'm sure though that is something it will change and we're in a very early stage,"I would love to see backround changing while we're climbing. As I had said in the discord a while ago, we could start from hell and climb to heaven, or climb until space etc etc.",0x59Ae0DE4BAe0ba8DCf1799aDcc206F76C9aeA8e0
5/12/2025 14:18:05,warlockxxxl,warlockxxl,Yes,Yes,Yes,"The game is okay, but the price is high",Random rewards,0xCA1F3B0E7712703e1E5f337A9aDdF4C3f80c05cB
5/12/2025 14:19:13,@Gamabois ,nasted.,Yes,Yes,Yes,Love the vibe and graphics ,Coming to Moblie ,0xc62Fa66AcF82F5bA627F151d264652A3563462ca
5/12/2025 14:19:29,@minhnh627942,jdjsj04311,Yes,Yes,Yes,Lag,Hard game,0x6af80328e7b7c216aeb7e78c0b6652df6f584e6f
5/12/2025 14:24:01,@TranAnh71812,jdjsj04311,Yes,Yes,Yes,Funny and lag,Hard game,0x3e1c423ac76016532c7e819e0d554eecf62e8521
5/12/2025 14:27:28,@Talukder213,ryomensukuna639,Yes,Yes,Yes,This game  really good me did not see any problem either ,this game is cool but need more future for player to play this game long time,0xF574d25d57179a8DcAD4B920a4f24a120131aDD3
5/12/2025 14:28:45,@Mrkhan5,Rizwan556,Yes,Yes,Yes,I like the graphics. I hate paying $MON cause I don't have many. ,Multiple players playing at once and compete against each other. ,0x612F70Fa29A25cb9083374424d1a0890D0F0D004
5/12/2025 14:37:19,@onegoerli,Zdantea,Yes,Yes,Yes,I like the character ,Leaderboard ,0xe0892003b381610cf7dd83bc3123010eab47350c
5/12/2025 14:37:38,KriptoHaberiTR,xurrydep,Yes,Yes,Yes,"I don't like the monsters being mobile, and the fake platforms should be removed. What I enjoy in the game is jumping higher with the trampoline.","I think a rocket icon should be added every 1,000 points.",0x6c55Bf49e010d6d0DB0f94b0410ae7f4095DB042
5/12/2025 14:38:25,Durugbob60038 ,Queenb069335 ,Yes,Yes,Yes,"I like the game because is easy and interesting game to play, and what I dislike is the fact that is not accessible on mobile ",Would like to see the upcoming mobile version ,0x7C745aa3ED8231f36C266E91102a9d56F1dbB44c
5/12/2025 14:42:44,@hasnaa2393,@hasnaa223344,Yes,Yes,Yes,yes,yes,0x1B7d1c39900aDb1eE203B7dF7D4969BB31Acd2f8
5/12/2025 14:45:21,@lukerwalker08,lukewalker.,Yes,Yes,Yes,"JumpNads delivers fast paced platforming with unpredictable twists that keep the gameplay engaging and fun. Its quirky visuals and chaotic mechanics create a fresh and hilarious experience, especially in multiplayer. However some controls feel unresponsive and certain levels depend more on luck than skill which can make the game frustrating at times.
","I would love to see a level editor feature in future JumpNads updates, allowing players to create and share their own chaotic maps, adding more creativity and community engagement.
",0x51148197311926cD7A843a2d71864c298e459525
5/12/2025 14:46:30,theend78,theend78.,Yes,Yes,Yes,"Good playability. Dislike, the only thing is the jumper can cross the screen en come frome the other side",More displays,0xc1e52555b146832e7b9bf5795b1cb3f4344f8431
5/12/2025 14:46:34,AnimaGrati ,Chase9fig ,Yes,Yes,Yes,I like the layouts and it’s fun ,Maybe just some more upgrades in the layouts ,0x87CD302e06303DD3bD4F803F5313B30Fb9BdC92B
5/12/2025 14:46:46,@Karamuljtuk,sterado888,Yes,Yes,Yes,"I liked the graphics and gameplay — they were smooth and engaging. I also enjoyed the level design and progression system. However, I didn’t like the matchmaking system; sometimes it took too long to find a game, and the balance between players wasn't always fair.",I would love to see a multiplayer mode in future updates — it would make the game much more exciting and competitive.,0x3D4ceE525DbC25c4DD71C03e5cA3797E2b1516dA
5/12/2025 14:46:56,@Thuc3795,trongthuc3795,Yes,Yes,Yes,,,0x81A1F6476e474b1f7eBD96928bb201d60f43E738
5/12/2025 14:47:00,David2234019720,Davidh24,Yes,Yes,Yes,"I like the engaging gameplay and the fast-paced challenges that keep it exciting. The graphics are also quite impressive. However, I think the matchmaking could be improved, as sometimes it takes too long to find a match","I would love to see a leaderboard system or player rankings to encourage more competition and track progress
",0x15be5c3955f710AfF492a61EA17b68a31AE3EE92
5/12/2025 14:57:28,rohidtv59,rohid7516,Yes,Yes,Yes,all good sir,improvement ,0xEEFF1a6C13e833115Fb95e1841d56054A62a58f2
5/12/2025 15:08:39,@sushanta51318,ss03365,Yes,Yes,Yes,Game frez sometimes ,Fast actions,0x10a7CEf0Ab095A314953317122B30faff62A2dB7
5/12/2025 15:10:15,@Noumankahn1,#Nouman78600,Yes,Yes,Yes,Yes,Jump,0xb442f1646064402d0FE3E4f05bE9A213515D9852
5/12/2025 15:14:26,Klamintel,Klamt,Yes,Yes,Yes," I enjoy the fast-paced, competitive nature of the game and cool music.  The simple controls are easy to learn, but now the gameplay looks static, especially if you play for a long time.",Movement animation for the jumper and monsters,0xe5482C23BBA1569c4B51E7079efDD3938B9E6ce1
5/12/2025 15:21:30,bakasenchou015,gelutt,Yes,Yes,Yes,"i like the way it can revive once, but i dislike it too cuz when you already pay for it, its need to sign again then the coundown is moving to 3-2-1 then if youre not fast enough you'll fall again ",Shop and another quest,0x24256b6635042D5f01535484A6Aaa5Fe4f417f2c
5/12/2025 15:22:29,@ghridoy07,@ghridoy07,Yes,Yes,Yes,A common dislike could be lag or technical glitches during gameplay,"power-ups—like double jump or invincibility—to make the game more strategic, fun, and rewarding.",0x712ea5E01a75D204be6a5fF3e412c57F0cC327eD
5/12/2025 15:23:34,@marcosneves68,marcosneves1692,Yes,Yes,Yes,"What I like: It’s fun and fast. Easy to play when you have a few minutes and Competing on the leaderboard keeps it exciting.
What I don’t like: The jumps feel a bit too floaty sometimes.
It gets a little repetitive after a while — would be cool to have more levels or surprises.

","something like moving platforms, changing gravity, or time-limited challenges.",0x86d9e1184b447759F1DB09F62325fcA51D757993
5/12/2025 15:24:12,@JonnieIsBackX,jonnie2130,Yes,Yes,Yes,"I like game but little error for mobile sir.
I played at Okx wallet.Some issues I faced.
For Pc,It so good and very fun.",I want to see like treasure boxes in game.,0x1cf16a258c1ed86140de36b1c2910c7517e4ecc2
5/12/2025 15:24:13,Adaobi300,Adaobi0138,Yes,Yes,Yes,"I like how open it is for everyone on the server 
I dislike the game cause I can’t play some of them ",Simplicity ,0x828178BDde12fdb90A6b1A06caD1b96772c14f3b
5/12/2025 15:26:01,@BMokobomang2,@bimachandrawinata,Yes,Yes,Yes,maybe there isn't,trade,0x7A311966Bf3CFdC638Ab2adeF677bCD554aB99a9
5/12/2025 15:38:50,Kozzakii,kozzakii,Yes,Yes,Yes,i like the playstyle and the competitiveness but it needs more content for players to hop in and stay also cosmetics would be fun from other projects as a collab and the change of the background after hitting some milestone would change the prespective and not be repetitive.Finally the game needs a little polish around bug issues but the dev is hard working man and i know he will fix them,moving clouds to make it more difficult after a certain point like 10000k and after,0xA40AA4FB74744A8B7479cAE55F1eD97f82884820
5/12/2025 15:43:59,Jujutsuugojo ,Jujutsuugojo ,Yes,Yes,Yes,It's lags or hands especially when my battery is low,Having the game in the app form will be satisfying ,0x629DE54e0D394E07E9D4D3E3E53750dF08f44E93
5/12/2025 15:48:46,@CuongAir9x,hana.zk,Yes,Yes,Yes,"the game is quite friendly for all ages, lovely characters!
however the jumping speed is too fast, sometimes I can't see the objects appearing, it makes me quite uncomfortable","reduced jump speed, added characters, skins and costumes to choose from",0xa18af6843286143afcc833ce9a310cbf8b3c2d2f
5/12/2025 15:49:16,@CovenantAdefuye,@covenant0639,Yes,Yes,Yes,There are users that are faster than me in the game which makes it uncomfortable for me. Since I started playing the games I've never won 🤧.,It's intriguing but hard to win,0x4b45c7B00a797E2D887e5d2b6B4498905974a793
5/12/2025 15:49:32,@xichiAB,xichiab_26951,Yes,Yes,Yes,like the style,have more character skins,0x47e2fb25f6170979399f7c6173df14fbe9fc3172
5/12/2025 15:49:37,@Maleekberr80865, maleekberry0065,Yes,Yes,Yes,Nothing ,Jumping part ,0xba6b3F9f421a92F9f983812a71bBaD54981e95eD
5/12/2025 15:55:25,@tomatgreenbrown ,Xtypeton ,Yes,Yes,Yes,"It looks good, but I don't like the lack of a mobile version","Development of NFT history, NFT staking",0x714b3cEBCc5D5AebCc4Ea193F1F2eF6cB1Fa4e21
5/12/2025 16:09:34,@JunTee1987,@thienkim0629,Yes,Yes,Yes,"Fun game, but sometimes it doesn't update my score.

","A lot of new features and many game modes to play



",0x376E8AF1F45e8616aF72b706A0C098302A4f8F1D
5/12/2025 16:29:32,yeaitsheat,yeaitsheat,Yes,Yes,Yes,"I like the way  it became classic game for Monad , its very addictive and when you play you  don't want to stop anymore. I just hate that when it  comes to higher score there's a lot of monster popping out and also the board is not that  many so its hard to climb. But yea we're still on  the  early stage of the project and  there's still lot of things to develop, i'm also the one who won in Monad jumpnads event and i don't mind using Mon to the game (revive) if it will have a benefits  in the future  <3","I like to see some power booster to make the game more interesting like a shield(immunity)
or rocket jetpack where you can go higher <3 ",0x5Ef65D0188889d906b999B5110ed64a33c6193FC
5/12/2025 16:31:00,dopayuk1,dopayuki,Yes,Yes,Yes,love the music and love the concept of the game but its kinds too fast for me,more characters probably,0xB4020d157a401F21C9AB46c4f9f3d4b1a39CE141
5/12/2025 16:32:48,@cwispychip,tsu tsukhan,Yes,Yes,Yes,"I can't go between the tabs, a bug maybe. but i can only play and unable to do my daily log in","different platforms like maybe a back pack, or you could hit a rift that could warp you, or a multiplier of when you land consecutive jumps without landing on the same platform, an NFT for daily login streak for x ammount of days, reward or NFT/badge discord role for completing a certain score maybe a legend role for completing a vary of tasks, just ideas. rewards for reaching a certain score for the first time. A faucet would be awesome, unlcoking that from staking x amount or getting to a certain score to then be able to stake your own token or reach a score to then be able to upgrade your jumper",0xb66C8E76bF9B434bca77cd1B132A199D351C6bB5
5/12/2025 16:35:54,Sasuke1463,localfont,Yes,Yes,Yes,Mobile device incompatibility ,Mobile device compatibility + weekly draws,0xe2c47098354401963aDf79E84FaC3395Fa017380
5/12/2025 16:39:43,@JoyOgbeifun3,joyo9615_29217,Yes,Yes,Yes,Very smooth ,More faster ,0x9A9492Fdc5f3414E587dE708F0d51855330750CD
5/12/2025 16:39:52,@Vinciuscastelob,viniciusvcb,Yes,Yes,Yes,I like the game is simple and fun. I dislike the monsters that make me fall,Skins for my jumpernad,0xF9a726f9C6422957e50D96319EF08Da37781705E
5/12/2025 16:50:23,cryptoalchemis7,thickdickdaddy.eth,Yes,Yes,Yes,the revive mon cost is a little high at 0.5 but the game itself is smooth as butter ,live in game jumping tournaments - integrated with a discord AMA ,0x6500e14830299A5E1020F00539a5532249100FC7
5/12/2025 16:58:09,@vir1206,#vir6919,Yes,Yes,Yes,,upgrade reward,0x82E87E2856c60afe4014c55AC2473873f418D848
5/12/2025 17:09:58,@crypto_magic666,cryptodarkmagic,Yes,Yes,Yes,I liked the interface and mechanics of the game. I also like the game because when you play you want to play more and more,I would like to see Mon tokens when you play. So it would be possible to earn Mon tokens by playing the game,0x58b819f0D5890D58D5bdF15935d9dC38BCEDCd30
5/12/2025 17:32:21,@hadogen,manson1414,Yes,Yes,Yes,"The overall game should have a bit more surprises, such as adding more items that allow you to boost, become invincible, etc. ",a mobile version should be developed since it allows playing anytime.,0xE8750a5b84Ef31886c45685400bDcA13e867e66D
5/12/2025 17:36:26,Orlexelro,Orlandopig,Yes,Yes,Yes,"The simplicity of the play, and could have more features to make every play unique.","Some perks with special habilities (parachutes when falling, double jump, kill all monsters on the screen, etc)",0xF408D17dF0187B90d33FDFF1E604F08fC74a0c00
5/12/2025 17:38:48,SatyamP45277578,Shivam051,Yes,Yes,Yes,Everything ,,0x26d99e50b103d25e62a88c36081d0cb9ce381dec
5/12/2025 17:41:21,@lokako984,@lekoji984,Yes,Yes,Yes,,,0x5F2C9198716ee26931616c76B4496E4519D0F222
5/12/2025 17:44:47,@discord_pa93923,paulorodri.s,Yes,Yes,Yes,Its funny to play,Monaninals like enemies,0xe7b03B580BeEE0770e22181df63dc0ED72Da31F1
5/12/2025 17:45:21,Funz loaded ,Funz loaded ,Yes,Yes,Yes,The is very nice ,To increase money,0xecB914319ffCC22411ae94A9FeF0a6fAe7180756
5/12/2025 17:55:59,@gold349349,jenny341,Yes,Yes,Yes,"What I liked about the game was that even though I’m not very good at it, the spring helped me bounce way up, and that part felt really exciting!
I wouldn't say I disliked anything, but… my score wasn’t great, so I got a little annoyed. 😂
Also, it said I could revive by paying 0.5 MON when I died, so I was kind of excited — but then the screen froze.
If that part worked better, it’d be even more awesome.
Anyway, it was still a lot of fun!","I didn’t make it to the higher levels, so I’m not sure… but I’m curious — does the weapon get upgraded as the monsters appear?",0x021fddeD7ad6902627b57e76C90511fd70B36f29
5/12/2025 18:20:34,https://x.com/Jackbone21,k0rexx,Yes,Yes,Yes,The jump,Multiplayer,0xabee1b0ec0fc342d7162caa8a137dbe51289045d
5/12/2025 18:25:31,saryu.sol,saryusama,Yes,Yes,Yes,I really like the music in game maybe more can be added with same style. I don't like facing to wallet confirmation problems sometimes and sign to wallet for each game started.,"Different characters, different maps, different modes (maybe collecting some gems while jumping, maybe falling opposite for jumping, etc..)",0x8e0e8F9bC98281ccD2a2c27c41af010A05d9C773
5/12/2025 18:31:05,Sureshk20077050,It4c8i,Yes,Yes,Yes,In starting I was not able to play but after some time I was able to jump 10 time,Add mobile resolution ,0xfbec05b5c320e32a0404063e422c4a544b6a77c8
5/12/2025 18:40:54,@AlbertoGFA4,guanabana,Yes,Yes,Yes,"I like that it's a game where I can be competitive, what I don't like is that it can't be played on mobile.",That the game can be played on mobile,0x21FBa5456Cd1f1304642c25293dc58976fdC4059
5/12/2025 18:46:05,lavishmon,davidafxz ,Yes,Yes,Yes,"I enjoyed the interactions. It's a simple and fun game to play. You can spend hours playing without getting bored or wanting to stop. I also liked the page design — it's very interactive and colorful.  What I didn't like was the delay in the controls, and I found the game’s boss too hard to beat. It takes up a lot of space on the screen, and there’s barely any room to jump around it","""Could you improve the game's lag issue? Sometimes when I try to give a command, there's a delay in the response, and I end up missing the jump over the clouds or failing to avoid the monsters that appear on the screen...",0x450f3815e78842791a9bceb2d588b86cfe790e99
5/12/2025 18:47:08,lamiaucat,lamiaucat,Yes,Yes,Yes,its little bit buggy,fast game ,0x9429f4722860a05177Fa753299539F99F7361c2A
5/12/2025 19:00:42,@321_neo123,neo_3210,Yes,Yes,Yes,game so addictive wanna play more,Revive system,0x515aC81306b62586D4208ADf621DEE1c6a20224C
5/12/2025 19:47:48,@Siyamahmed117,@Siyamahmed17,Yes,Yes,Yes,Love all litte bit Lagi ,Add some new features and update graphics ,0x62BB2313d14eD7166b12c89B3b08289030D47DF0
5/12/2025 19:48:16,@akimai0706 ,iru_jp,Yes,Yes,Yes,I get a kick out of jumping high and collecting soul-shards while listening to groovy music!,"Ability to switch music
 Ability to fly for a certain period of time",0xE8E407781d4A71fEb89edf1EFFB2Ffe99aA91c83
5/12/2025 19:52:54,maxvroom1,silent076912,Yes,Yes,Yes,,"I like the special trampoline that throws you up high and shoots, what I don't like is paying to revive this is unfair to those who have little mon",0xa310b4c3b80f521844000f750d757534a3d15f9e
5/12/2025 19:59:16,@daniviecmii,Daniviecmi,Yes,Yes,Yes,"UI still have not smooth jump feel so hard, what I like is game to through stress",I think first is UI let's make it more smooth and nature then and game play should slow to fast,0xc960517deE7a3FC8b1F28481fd82756023D3470D
5/12/2025 20:21:53,leiiiiii03,leiiiiii03,Yes,Yes,Yes,What I like is music. I dont like the wood thing in the game. Wood that you cannot pump off. I mean it should be the cloud that you can't jump on. ,Mon swap,0x8DD6eA824a4761D7515A06349636587ca43F9Bc6
5/12/2025 20:29:12,0xMirakuru,Mirakuru44,Yes,Yes,Yes,Its to fast the controlls,Control settings,0xa863e427139aA23f7f443BA54395e370bDFa4dC4
5/12/2025 20:33:31,0xmazzys,mazzysweb,Yes,Yes,Yes,I love the characters and game is addictive ngl,Mobile Version - Playstore Download,0x5B509940CeFE446F450f9FA6ba4C073b919afd87
5/12/2025 20:36:27,@d_omajime,moritakenzi,Yes,Yes,Yes,,"I like the cute world and the fact that it makes you want to play over and over again.
 I dislike that the wallet is a bit slow to start up and the transaction part is a bit slow.
 It would be nice to be able to deposit some money from the beginning and be able to play the game smoothly again and again.",0x75bae50999b1919948d5661E18165991e569a028
5/12/2025 20:45:41,@tuanmudanamless,uceen,Yes,Yes,Yes,"I like the game, what I don't like is when suddenly there is a disruption when recovering or continuing the game, and it has to be run again to be able to jump.",skill jump or item,0x0cb884ad98bb802c50a2532ddfcde53a9e8ff622
5/12/2025 20:59:03,@AnonAlchemist9,ethereal9.,Yes,Yes,Yes,"Its really fun and smooth, I like the simplicity of the game. at the same time it is very challanging. Thats what makes it fun! Jump round!",I would like to see a graphical upgrade with more details,0x462aF030a04be0e613008F94450Cb6386CB27C85
5/12/2025 21:43:40,@themainmaestrox,Muix1,Yes,Yes,Yes,Nothing to hate,I'm good with it,0x0dB97e4bcca30246dc9362a191c34EFf1aaB09B3
5/12/2025 21:46:45,@HyperXVII,@hyperion2378,Yes,Yes,Yes,little bit lagging,,0xdFf2AC111AD7f752DA9EC54a6d56D02A8a5D4896
5/12/2025 21:51:49,@saitamahelevand,@saitamahellevand,Yes,Yes,Yes,"The game is fun, but what I don't like is that it's hard to play.","If the features are sufficient, there are many games that are more exciting",0x3aa5bead5a57c29c3301a6843ef635b5b22cb66f
5/12/2025 21:55:18,@nana661823,halosunny,Yes,Yes,Yes,"Fast, skill based, and fun but still feels early and light on content.
","I’d love to see multiplayer mode racing or dueling other players in real-time would take JumpNads to the next level.
",0xdF6b7931B6109051aBf793EA0c96B2427A971a29
5/12/2025 21:56:10,me_daniel,phamvanngocdien,Yes,Yes,Yes,music so loud and when i turn it down about 10% it alway come 50%,i wanna more skin :<<,0x18e5a855230d5adac5b9c08b66fd683791b04d03
5/12/2025 22:16:35,@halosunny21,daebagluv,Yes,Yes,Yes,"What I like / Fast response and skill-based gameplay make it immersive.
What I dislike / Still lacks content and feels repetitive.",Real-time multiplayer mode for competitive or cooperative gameplay.,0x25B82d1ec9f2DBbBA7473E79382F3268630E7159
5/12/2025 22:23:00,7pairsoul,7pairsoul,Yes,Yes,Yes,Firstly it's teaching me a life lesson of persistent ,All parfect ,0x9fAf98BD0fE497B5B8dA007dd2955aA2597Ec898
5/12/2025 22:23:12,@Kiki_Vavou,@Kiki999,Yes,Yes,Yes,"I've played the game, and there are definitely aspects I enjoy and others I'm not too fond of. I really appreciate the engaging gameplay mechanics and the vibrant community that keeps things interesting. However, I find that certain updates can introduce bugs, and sometimes the matchmaking times are longer than I'd like. Overall, it's a fun experience, but there's room for improvement.",One feature I’d love to see in future JumpNads updates is a map editor or level customization mode. It would be awesome to create and share custom levels with friends or the community—something that adds replay value and lets players get creative.,0x4FEc2C4e3F105Dc8693392c9f2fFb54Ed4745F9A
5/12/2025 22:33:14,yama_amay,ymk4597,Yes,Yes,Yes,"Easy to play and quite addictive.
tx at game over is a bit cumbersome.","I need various types of NFTs.
- Have a single armor
- Double the jumping power, etc.",0x20a6fCC6e46F378f8A91C1c6e66B28169b097D1F
5/12/2025 22:40:13,Mat33n_,Mat33n_,Yes,Yes,Yes,,,0x9ecbd0338ef392555214a8b25bd87b9139e4a05e
5/12/2025 22:43:19,JJMDJJCDJCD,jargol,Yes,Yes,Yes,Bit of lag just slight,For me just fix the lags or maybe it’s my problem LOL,0x6e729A73299C12b81DA928216e28096d627fDf1c
5/12/2025 22:43:56,psitesu,azelihgt08,Yes,Yes,Yes,The music is awesome but we need more type of monsters,Where is the moon to jump on!,0xd65d7a58820c1DCeF0497D42B4bc6eEE80b8Ae1a
5/12/2025 22:53:54,@CErobinhood,robzkieee09,Yes,Yes,Yes,"
I like the game because as I reach higher floors, I get more and more excited to get high scores. The only thing I don't like about the game is the jumping too fast.",you can get coins while jumping and put a character selection.,0xC2Fe2006191f3adf34874cd61b5A42222e8F4812
5/12/2025 23:10:08,@Marawan59150149,marawan511,Yes,Yes,Yes,,,0x9b7103844b0c7c8bff5e41599ba0382d34515eb9
5/12/2025 23:34:23,@chmanolis9999,EMMANOUIL,Yes,Yes,Yes,i like all,i wait for mobile app,0x91Dd8B49d4D6a1198D62e7042342d1164018f534
5/12/2025 23:47:24,kukubider90908,vzhuh1683,Yes,Yes,Yes,Fun jumps! very high price replay,,0x8B98D5ef62d5F720B9C9E7a69860bd53f1Afbc77
5/13/2025 0:27:39,polezaevroman,roman11114940,Yes,Yes,Yes,Rumble Royale,NFT,0x014d6f2F8854f428d6e5A9E7c92E200C59c70389
5/13/2025 1:25:54,norris_nguyennp,norris_nguyennp,Yes,Yes,Yes,"The music is so cool. but I don't have enough MON to mint the character. But look that the game update channel, this must be a cool game also. ",,0x8c3f3F9C5305db430b2832Fe597F58A6377bCd4D
5/13/2025 1:45:54,@iamwhoiam73,iamwhoiam73_16839,Yes,Yes,Yes,the monster mf,being able to be transparent,0x0C46Cfe167a2eB78dd88C175C8D61979ac7DBf79
5/13/2025 2:10:18,Kronim_,kronim_,Yes,Yes,Yes,,,0xC526E2387ed20EdAB146728e28618cAABabe0E21
5/13/2025 2:58:05,@5elementcosmos,crypto_invest555,Yes,Yes,Yes,"I like everything in game, music, interface, play mechanism. Dislike - NO","I would you like to offer, to add some more skins of nad. Not one PurpleNad, many of them. Another color, another character.",0xda945071176Cfbc5d3516bABF7Aec9fd3AE19bA2
5/13/2025 3:00:43,@jacobhank8,@amirmahdi1602,Yes,Yes,Yes,you know some times i push one time to left and its keeps left on and on till i drop and lose. i dont know if its bug or not. bit it really piss me off,better skin as NFT collection,0x215EAcb5Eb4c8D651cdb5d36EDEdA958dA751676
5/13/2025 3:19:29,@iamlummyjay,lumi_48903_49675,Yes,Yes,Yes,The characters are fun and i think the characters can be more exciting,Some little more exciting characters and with amazing concepts and colors,0xeB2E79bf927543a9f32709bCEFcfe6496eB3086A
5/13/2025 4:33:38,Mosquitty,Mosquitty,Yes,Yes,Yes,"Likes:
1.) Very easy to understand and play. Everyone will like it for sure.
2.) The design is simple but catchy.
3.) Playing the game was like my break from Monad testnet.

Dislike:
1.) Sometimes I play longer than I should be playing specially when I can't pass my previous record.
2.) I don't like approving transactions every single game. Sometimes my character dies after just couple of jumps and I had to approve transactions again.","I hope Jumpnad team will remove the approval of transaction every single game. I really don't know if there is a workaround for this, so I don't know what to suggest.
",0x5542F2a09999A8E7EF2BB0E8706B3d9D25DC2873
5/13/2025 4:50:45,@tienich2471996,barnaclebuckomullins,Yes,Yes,Yes,,,0xfC8977acAfD9A6158c30A4dfDdF36CaBcD2FF63D
5/13/2025 9:02:19,@stronge9201,dans18,Yes,Yes,Yes,I like it because it's a simple and good game and I don't like that sometimes it's a bit error,more booster jumps,0x58224586F09F9752008FbD12898f429F0477fA5D
5/13/2025 9:11:37,@emudin_,emudin,Yes,Yes,Yes,I'm love,Search friend or user,0x45a3B881b89992F310633297856b8d92046a419c
5/13/2025 11:22:33,@snoopix_sol,0x0Db054DA60Abb7aD9408698FACbdd31b1b726ef2,Yes,Yes,Yes,The games is so smoth ,,0x0Db054DA60Abb7aD9408698FACbdd31b1b726ef2
5/13/2025 15:25:52,Tnx_07,tnxbot96_19376,Yes,Yes,Yes,The Game Creation Is Good And Playing Smooth Way 😸,I Can't Think ,0x095D54487b938E4C9934374FAECD4779f19930B4
5/13/2025 17:16:01,@Aricklimbu123,Arick321,Yes,Yes,Yes,I dislike the loading time and sometimes there are simple bugs and errors hope ut gets fixed with updates.,How simple and easy and entertaining the game was.,0x6806f6075c254BcC5AA7cd7aC581F5c2B7E26C0b
5/13/2025 17:21:50,Whysaadwhy,Sharingan1314,Yes,Yes,Yes,"I like the graphics, but i hate that flying alien. That nigga kills me everytime",Maybe customizing the character. ,0x1c15CABcBCb7Ab34DD84A1Ee637B666bdCc22CA6
5/13/2025 18:38:40,@Melmel1341,Melvyn134,Yes,Yes,Yes,"I like the game, i didn't like not mobile app :)",Mobile app !,0x465cFA451065Eda76f4d992EFf881c807a98B872
5/13/2025 19:19:25,sushi09559786,sushi09559786,Yes,Yes,Yes,,,0x388ef7e63b69ca7739d93698a98b2245c7f328d4
5/13/2025 19:52:25,@_camoiz,nnguyen139,Yes,Yes,Yes,"bored quickly, no reward milestones",reward milestones,0xA3B542B3C6cE7D3Cc2e98E3D0693644d1204F13b
5/13/2025 22:43:30,@D_wiz423 ,PrincipledManiac.,Yes,Yes,Yes,Nope,,0x5Caa058F3919Cf0b3446030def8dbe45102E6095
5/13/2025 23:02:56,cryptokebchup,kebchup1,Yes,Yes,Yes,I like killing monsters. I don't like when monster kills me.,More skins for the jumper.,0x31269a5547AC3A74d9E6b5470ecb4E62054fC42f
5/13/2025 23:34:18,@ADArtis0x1,@ADArtis0xe12.,Yes,Yes,Yes," I like that he's thankful he doesn't disrespect me for wanting tx every time I lose.
"," have better play with more options to get into the game
",0xe5d5A63967786d54aEA0F80D75d491037233f7dB
5/13/2025 23:37:24,VaggelisNtantos ,Dadaki ,Yes,Yes,Yes,I like everything,Mobile version,0x446aC1b17f967AaC51Dce2596aD862faEae88E4f
5/14/2025 9:00:24,@ncrow1012,cryptopuppy8127,Yes,Yes,Yes,I like the game. Everything is smooth.,Reward system and hope to see this in mobile devices ,0x7F83e575dA53177b8dAb75D1eF4dB25e868f1E4C
5/14/2025 9:41:25,@snowy105,chien192,Yes,Yes,Yes,"I love this game, i can't stop playing :D.","something like costume :D, guild",0x74b8221ea96e60ad67231692c73a4dce3bc032f6
5/14/2025 12:55:09,thanhvksdl78905,ducthanh456,Yes,Yes,Yes,"JumpNads appears to offer straightforward platforming mechanics, making it accessible to players of all skill levels.

Challenging Progression: The game seems to incorporate increasing difficulty levels, which can provide a satisfying challenge for players seeking to test their skills.

Appealing Visuals: The game's art style is colorful and whimsical, contributing to an enjoyable gaming experience.",Encourage competition through custom challenges or speedruns.,0x439895fcf194071fa9e529535a68fc88bf356f10
5/14/2025 13:06:44,@Lionads0g,@Lionads0g,Yes,Yes,Yes,Good,Everything ok,0x795cF126e8547833aCf1b2088D2281b5F83fD022
5/14/2025 13:07:48,Allukasoma,chisato2704,Yes,Yes,Yes,"what i like about it is, even though it's a simple game it's competitive. Maybe I dislike about it is it's too fast","Maybe add a life, 2x life so you can relax and play without stressing yourself and there's a room for error",0x9a36848bf691211bdc583633de56623bca66fb6f
5/14/2025 13:10:51,@CallmiSamm,Sammy0079004,Yes,Yes,Yes,,,0x52e22D10F667Ef2fB79D058E44D1649F57435FC4
5/14/2025 13:10:57,@bbence776,bbence777,Yes,Yes,Yes,"Maybe the character is too big and the platforms are too small for the character to jump on, but it's a fun game.","Maybe there could be skills, like a shield, or a special ability where, if you’ve jumped a lot, you can perform a super jump or something like that.",0x2454940DC817884aCaAd72F97f20474a97Ca6E75
